rule_id,API_norm_MF,S_t_MF,SMI_t_MF,Pt_MF,delta_WL_t_MF,rule_output_constant
1606,2,2,4,1,1,[ 0.29714912 -0.40258935  0.28174326  0.2787618   0.3891644   0.196772  ]
1607,2,2,4,1,2,[-0.71792525 -1.065082    0.19368805  0.4019751   0.53791475 -0.9152146 ]
1608,2,2,4,1,3,[-0.14314498 -0.07945254  0.26773292  0.1579046  -0.46627608  0.0593458 ]
1609,2,2,4,1,4,[-0.29164293 -0.3161483   0.24186364  0.2920761   0.36658466 -0.07103828]
1610,2,2,4,2,0,[-0.05659965 -0.14431438  0.20651154  0.2532726   0.06893066  0.0426495 ]
1611,2,2,4,2,1,[ 0.4222474  -0.05317431  0.19002227  0.2820318   0.29854342  0.30592737]
1612,2,2,4,2,2,[-0.2192147  -0.371993    0.15443574  0.36982456  0.41342944 -0.27050513]
1613,2,2,4,2,3,[ 0.00430255  0.01218281  0.21537727  0.15473051 -0.26946324  0.1398377 ]
1614,2,2,4,2,4,[-0.01578507 -0.00389923  0.18238491  0.2702138   0.28234714  0.16155663]
1615,2,2,4,3,0,[0.14353497 0.07273903 0.27867123 0.34542972 0.12720372 0.28891298]
1616,2,2,4,3,1,[0.77270657 0.23207083 0.21951538 0.38549164 0.40075707 0.57500905]
1617,2,2,4,3,2,[ 0.05956056 -0.01522427  0.22018003  0.5235838   0.56373066  0.0935996 ]
1618,2,2,4,3,3,[ 0.1079755   0.0972359   0.3046228   0.19757652 -0.2727917   0.28512508]
1619,2,2,4,3,4,[0.1999086  0.26343977 0.24529251 0.37817428 0.38625488 0.4511116 ]
1620,2,2,4,4,0,[0.07195843 0.11458696 0.3018805  0.45054096 0.1568531  0.31496084]
1621,2,2,4,4,1,[0.8629648  0.24618609 0.20554143 0.44919828 0.503033   0.6331094 ]
1622,2,2,4,4,2,[-0.14167866 -0.07318248  0.19990055  0.65361077  0.7573766  -0.04359008]
1623,2,2,4,4,3,[ 0.12841907  0.22125854  0.35520598  0.29407287 -0.38806862  0.38987753]
1624,2,2,4,4,4,[0.1309154  0.35615155 0.26527905 0.4764544  0.5160302  0.5285595 ]
1625,2,3,0,0,0,[0.10994687 0.10693774 0.13030589 0.12186133 0.03815414 0.18734899]
1626,2,3,0,0,1,[0.37718076 0.21107993 0.09382734 0.11773255 0.13811408 0.29248753]
1627,2,3,0,0,2,[0.11613695 0.16751464 0.11373718 0.19912803 0.22811967 0.2034359 ]
1628,2,3,0,0,3,[ 0.05569802  0.01636478  0.13672264  0.06613917 -0.13153778  0.09785443]
1629,2,3,0,0,4,[0.13826503 0.19878368 0.11486198 0.14169808 0.14732791 0.2669302 ]
1630,2,3,0,1,0,[-0.24898869 -0.2189984   0.19729573  0.12576261  0.00698593 -0.04109281]
1631,2,3,0,1,1,[ 0.13987048 -0.06373043  0.24111769  0.11014697  0.22422701  0.31702268]
1632,2,3,0,1,2,[-0.46037942 -0.47143626  0.18109733  0.19389515  0.32432848 -0.34265003]
1633,2,3,0,1,3,[-0.13717139 -0.09442426  0.14461736  0.07863384 -0.34798992 -0.04054634]
1634,2,3,0,1,4,[-0.20725395 -0.10455192  0.18214932  0.14018139  0.20215413  0.0628451 ]
1635,2,3,0,2,0,[-0.06408151 -0.05518552  0.13945344  0.12549599  0.02028972  0.06068997]
1636,2,3,0,2,1,[0.21486597 0.04746158 0.1493135  0.12358762 0.15822428 0.2637635 ]
1637,2,3,0,2,2,[-0.16256869 -0.14626138  0.1243726   0.183707    0.23690744 -0.07003354]
1638,2,3,0,2,3,[-0.03054837 -0.03103687  0.11765541  0.08156352 -0.20595184  0.02629032]
1639,2,3,0,2,4,[-0.0382937   0.03030777  0.12652193  0.13429815  0.14955838  0.13613796]
1640,2,3,0,3,0,[0.03964714 0.04498985 0.17485586 0.16716948 0.04061271 0.17070286]
1641,2,3,0,3,1,[0.3959808  0.17466365 0.15471572 0.16052288 0.19323018 0.3635351 ]
1642,2,3,0,3,2,[-0.02059344  0.02971168  0.15295638  0.25467768  0.30654532  0.09904356]
1643,2,3,0,3,3,[ 0.02597959 -0.00071698  0.16660485  0.1033451  -0.21658766  0.08962442]
1644,2,3,0,3,4,[0.0730324  0.16029532 0.15623622 0.1842635  0.1959056  0.27136055]
1645,2,3,0,4,0,[-0.03375311  0.08333473  0.1880408   0.20421024  0.03757957  0.18793446]
1646,2,3,0,4,1,[0.4148129  0.22459565 0.15348591 0.16380537 0.23200561 0.42206758]
1647,2,3,0,4,2,[-0.16947106  0.03487032  0.14772876  0.3033094   0.40738502  0.05040335]
1648,2,3,0,4,3,[ 0.00484155  0.04846213  0.18382996  0.1410335  -0.31741095  0.10591376]
1649,2,3,0,4,4,[0.00560754 0.23121569 0.16938026 0.21989812 0.2553079  0.32492813]
1650,2,3,1,0,0,[0.15407412 0.11702392 0.13079853 0.12404793 0.06840654 0.22212638]
1651,2,3,1,0,1,[0.4264123  0.20260072 0.08133649 0.10567142 0.15463243 0.29709336]
1652,2,3,1,0,2,[0.15278542 0.16701381 0.10545684 0.18904443 0.24634717 0.22484654]
1653,2,3,1,0,3,[ 0.10149621  0.04149773  0.14490935  0.08285251 -0.09428971  0.14832543]
1654,2,3,1,0,4,[0.16989933 0.19773805 0.11114956 0.13805221 0.16508624 0.28378487]
1655,2,3,1,1,0,[-0.17668004 -0.20253983  0.23830165  0.12161226  0.06138629  0.07538275]
1656,2,3,1,1,1,[ 0.2369959  -0.08407344  0.29925627  0.09437336  0.2700721   0.4304306 ]
1657,2,3,1,1,2,[-0.38241068 -0.4498513   0.22731271  0.17682883  0.37048548 -0.19491622]
1658,2,3,1,1,3,[-0.08469611 -0.06834044  0.16508776  0.08886435 -0.29780713  0.03873218]
1659,2,3,1,1,4,[-0.14855787 -0.10021177  0.21688496  0.13142918  0.23951568  0.15705113]
1660,2,3,1,2,0,[-0.01359031 -0.04606346  0.15908699  0.12754719  0.05685951  0.12664814]
1661,2,3,1,2,1,[0.28062183 0.03295957 0.17299452 0.11794209 0.18684527 0.31916645]
1662,2,3,1,2,2,[-0.11209072 -0.13936499  0.14273827  0.17615077  0.26525137  0.00426792]
1663,2,3,1,2,3,[ 0.0106918  -0.01152201  0.13088544  0.09397034 -0.16921426  0.08125959]
1664,2,3,1,2,4,[0.00139014 0.03003307 0.14151923 0.13198696 0.17373803 0.18517728]
1665,2,3,1,3,0,[0.10134399 0.0562195  0.18704498 0.17003065 0.0838075  0.23441017]
1666,2,3,1,3,1,[0.4714263  0.15828493 0.16049637 0.14939018 0.22216922 0.40014666]
1667,2,3,1,3,2,[0.03606898 0.03196109 0.15807748 0.24335457 0.3362958  0.15829854]
1668,2,3,1,3,3,[ 0.08270077  0.02762388  0.18030503  0.12225018 -0.16859634  0.15755793]
1669,2,3,1,3,4,[0.11953414 0.15817997 0.16263251 0.18052061 0.2228787  0.31232926]
1670,2,3,1,4,0,[0.03173089 0.08599277 0.19644083 0.19328399 0.08700096 0.2551051 ]
1671,2,3,1,4,1,[0.498455   0.18839847 0.1540966  0.13465782 0.26212746 0.4539452 ]
1672,2,3,1,4,2,[-0.11134077  0.02497278  0.14499079  0.27342904  0.43810663  0.11080533]
1673,2,3,1,4,3,[ 0.06411308  0.07538012  0.1951458   0.15179984 -0.2621732   0.17888705]
1674,2,3,1,4,4,[0.05377797 0.2176996  0.17081726 0.2030512  0.28431964 0.3642944 ]
1675,2,3,2,0,0,[0.33184254 0.25770876 0.21252829 0.23489128 0.17553557 0.44654295]
1676,2,3,2,0,1,[0.7366109  0.37095022 0.15108293 0.22250783 0.30354154 0.5467606 ]
1677,2,3,2,0,2,[0.34325266 0.3312091  0.16712572 0.32443777 0.41172007 0.4484277 ]
1678,2,3,2,0,3,[ 0.23216623  0.15096134  0.23822068  0.17334826 -0.049165    0.346635  ]
1679,2,3,2,0,4,[0.33744192 0.35132086 0.17735884 0.24303289 0.291498   0.50402117]
1680,2,3,2,1,0,[-0.12783991 -0.15932743  0.28095907  0.22083876  0.14470993  0.18408683]
1681,2,3,2,1,1,[ 0.4731196  -0.02859974  0.34071323  0.19769098  0.42298535  0.6027845 ]
1682,2,3,2,1,2,[-0.3842943  -0.47661868  0.22437133  0.29763776  0.5483145  -0.1945433 ]
1683,2,3,2,1,3,[-0.04780197  0.01949728  0.22356844  0.16882454 -0.33744803  0.16548419]
1684,2,3,2,1,4,[-0.0997151  -0.03773948  0.24738707  0.22592469  0.37193412  0.27318177]
1685,2,3,2,2,0,[0.07636923 0.02196741 0.21067218 0.22386535 0.13433309 0.2604862 ]
1686,2,3,2,2,1,[0.50760907 0.11325598 0.22282633 0.22343133 0.31330335 0.4939464 ]
1687,2,3,2,2,2,[-0.04176972 -0.09534922  0.1662271   0.29169363  0.4081595   0.08836405]
1688,2,3,2,2,3,[ 0.07743542  0.06670178  0.19242857  0.17166781 -0.17246966  0.21181527]
1689,2,3,2,2,4,[0.08683153 0.11215021 0.18182136 0.22230238 0.281223   0.32113668]
1690,2,3,2,3,0,[0.28028852 0.19507127 0.2751017  0.30765197 0.20552856 0.47186196]
1691,2,3,2,3,1,[0.82691205 0.32100436 0.2394105  0.29629096 0.40265194 0.67863417]
1692,2,3,2,3,2,[0.2106083  0.17140351 0.21465184 0.40933326 0.5390017  0.36355093]
1693,2,3,2,3,3,[ 0.21520197  0.1524433   0.28234044  0.23461992 -0.14002834  0.37540597]
1694,2,3,2,3,4,[0.28818518 0.31462494 0.23308718 0.30985674 0.37671414 0.54827446]
1695,2,3,2,4,0,[0.21182874 0.2628368  0.28038642 0.34750113 0.22603513 0.5240222 ]
1696,2,3,2,4,1,[0.9032028  0.37956247 0.22251591 0.28989267 0.47497264 0.7653203 ]
1697,2,3,2,4,2,[0.04508776 0.19147898 0.1813385  0.4602864  0.68977594 0.32171428]
1698,2,3,2,4,3,[ 0.1989516   0.24511406  0.3005598   0.27887323 -0.25319797  0.43001893]
1699,2,3,2,4,4,[0.22448921 0.4188818  0.23636265 0.34846854 0.47348726 0.6388302 ]
1700,2,3,3,0,0,[0.3421672  0.29969415 0.22300471 0.24941543 0.18401347 0.47456345]
1701,2,3,3,0,1,[0.7324481  0.4181001  0.17935868 0.25666085 0.31920648 0.589392  ]
1702,2,3,3,0,2,[0.371272   0.38254791 0.1893497  0.3465006  0.41552383 0.49557897]
1703,2,3,3,0,3,[ 0.23170528  0.18436566  0.24049878  0.17516664 -0.0320164   0.3666647 ]
1704,2,3,3,0,4,[0.3506468  0.3875238  0.19020498 0.2576733  0.29603797 0.53132504]
1705,2,3,3,1,0,[-0.1077796  -0.09317645  0.22138077  0.23507465  0.12531199  0.12453705]
1706,2,3,3,1,1,[0.44611293 0.03566654 0.24403606 0.22791566 0.38137546 0.46480983]
1707,2,3,3,1,2,[-0.33359382 -0.3880124   0.15485637  0.32076606  0.50465614 -0.25560373]
1708,2,3,3,1,3,[-0.03754912  0.07087594  0.20354366  0.17011505 -0.31097904  0.1657742 ]
1709,2,3,3,1,4,[-0.07544567  0.02125213  0.19363676  0.24072644  0.34533986  0.21659552]
1710,2,3,3,2,0,[0.08181226 0.06525604 0.1830027  0.2255656  0.12367031 0.23418598]
1711,2,3,3,2,1,[0.4815679  0.15665233 0.18172212 0.23389848 0.2923465  0.43125445]
1712,2,3,3,2,2,[-0.0160953  -0.03858102  0.13873659  0.29894808  0.38423166  0.0684318 ]
1713,2,3,3,2,3,[ 0.0760642   0.10050689  0.18029398  0.1657013  -0.15772602  0.21157698]
1714,2,3,3,2,4,[0.09634811 0.15040398 0.15845194 0.22549397 0.26645812 0.297393  ]
1715,2,3,3,3,0,[0.2884993  0.25006276 0.26420003 0.31610003 0.2033352  0.47201172]
1716,2,3,3,3,1,[0.8038256  0.37936607 0.23157544 0.3220885  0.3982001  0.66421837]
1717,2,3,3,3,2,[0.24348848 0.24122632 0.21210848 0.42597243 0.5251328  0.3808126 ]
1718,2,3,3,3,3,[ 0.21240829  0.19570373  0.27561444  0.2304978  -0.11995492  0.38698402]
1719,2,3,3,3,4,[0.30123666 0.36266047 0.22666563 0.31958106 0.3694167  0.5499363 ]
1720,2,3,3,4,0,[0.25317064 0.34399235 0.27878362 0.38122275 0.23252536 0.54612917]
1721,2,3,3,4,1,[0.9099235  0.46790695 0.22500646 0.35417557 0.4797608  0.76774734]
1722,2,3,3,4,2,[0.12810498 0.29534855 0.19453377 0.50852233 0.68061006 0.37318894]
1723,2,3,3,4,3,[ 0.21542396  0.30746728  0.3021453   0.28999537 -0.21611106  0.4635347 ]
1724,2,3,3,4,4,[0.2701953  0.49047628 0.23966594 0.3815348  0.4715554  0.661128  ]
1725,2,3,4,0,0,[0.26915386 0.18961836 0.16689663 0.17978238 0.13730162 0.34755465]
1726,2,3,4,0,1,[0.61146843 0.27688622 0.09802035 0.15417178 0.23379245 0.41080445]
1727,2,3,4,0,2,[0.2688167  0.24407318 0.12451182 0.24924971 0.3369647  0.33896115]
1728,2,3,4,0,3,[ 0.19460507  0.10853897  0.1942015   0.13803531 -0.05161133  0.2737614 ]
1729,2,3,4,0,4,[0.27219322 0.27056128 0.13711196 0.18736109 0.23655564 0.39676204]
1730,2,3,4,1,0,[-0.11062898 -0.17865247  0.2782968   0.16786988  0.13152254  0.18904305]
1731,2,3,4,1,1,[ 0.4139842  -0.07738529  0.34232578  0.13420233  0.36732492  0.56819654]
1732,2,3,4,1,2,[-0.34034753 -0.46055576  0.24599986  0.22565451  0.4833668  -0.12099992]
1733,2,3,4,1,3,[-0.03558593 -0.01401613  0.2029762   0.13500129 -0.29220903  0.14264172]
1734,2,3,4,1,4,[-0.09088659 -0.07327399  0.2473328   0.17252815  0.32490492  0.26168743]
1735,2,3,4,2,0,[ 0.06132884 -0.0112915   0.192383    0.1768813   0.11492351  0.22617306]
1736,2,3,4,2,1,[0.4348738  0.05878291 0.20290184 0.16632526 0.262755   0.4281908 ]
1737,2,3,4,2,2,[-0.04820871 -0.1194789   0.15982477  0.22904675  0.3512585   0.08093743]
1738,2,3,4,2,3,[ 0.06895784  0.03599928  0.1673584   0.14074112 -0.15151341  0.17537066]
1739,2,3,4,2,4,[0.06732951 0.06666651 0.1665299  0.17560607 0.23990962 0.2759492 ]
1740,2,3,4,3,0,[0.2276031  0.12686744 0.23230273 0.24002112 0.16710055 0.3819602 ]
1741,2,3,4,3,1,[0.69583535 0.22304788 0.19041246 0.2140009  0.32351914 0.5448707 ]
1742,2,3,4,3,2,[0.15574907 0.09591964 0.18127853 0.31856582 0.45200226 0.2832529 ]
1743,2,3,4,3,3,[ 0.18340608  0.10311644  0.23663574  0.19012915 -0.12868331  0.3020448 ]
1744,2,3,4,3,4,[0.23123947 0.23021695 0.19579282 0.24233145 0.31311506 0.44593275]
1745,2,3,4,4,0,[0.15897791 0.16800474 0.23387982 0.2618178  0.18060641 0.41522527]
1746,2,3,4,4,1,[0.7505942  0.25229302 0.16907845 0.19014423 0.37697205 0.60384417]
1747,2,3,4,4,2,[-0.00263252  0.0919339   0.14883147  0.34611765  0.5767329   0.23216592]
1748,2,3,4,4,3,[ 0.16646172  0.1707693   0.24977908  0.22129785 -0.22955707  0.3398372 ]
1749,2,3,4,4,4,[0.16568242 0.30299777 0.19523127 0.26366687 0.39169046 0.511287  ]
1750,2,4,0,0,0,[0.12502334 0.08047935 0.10370784 0.12249658 0.03384979 0.1433378 ]
1751,2,4,0,0,1,[0.41190818 0.20295885 0.05105393 0.10571634 0.14429487 0.25395986]
1752,2,4,0,0,2,[0.11590585 0.118283   0.06887046 0.19029406 0.22280283 0.11576504]
1753,2,4,0,0,3,[ 0.07444447  0.0009149   0.12826304  0.07999888 -0.15051648  0.07902979]
1754,2,4,0,0,4,[0.14617068 0.16852883 0.08629935 0.13830833 0.14430062 0.21648714]
1755,2,4,0,1,0,[-0.2745651  -0.28155532  0.1371958   0.11975517 -0.02127863 -0.13655275]
1756,2,4,0,1,1,[ 0.15640749 -0.08389167  0.1721074   0.09500359  0.23000486  0.28118688]
1757,2,4,0,1,2,[-0.5111422  -0.5683881   0.09302678  0.17858341  0.30314004 -0.50301373]
1758,2,4,0,1,3,[-0.16481808 -0.15087937  0.10280637  0.08405315 -0.42150432 -0.12943591]
1759,2,4,0,1,4,[-0.23429063 -0.16806448  0.12345737  0.13153099  0.1840828  -0.03336941]
1760,2,4,0,2,0,[-0.0709369  -0.09826558  0.10162804  0.12440233  0.00316529 -0.00421405]
1761,2,4,0,2,1,[0.23543087 0.02976695 0.10193543 0.11510954 0.1608373  0.22825359]
1762,2,4,0,2,2,[-0.18645675 -0.21416973  0.06701069  0.17523421  0.22270058 -0.18124266]
1763,2,4,0,2,3,[-0.03766729 -0.06666116  0.0946681   0.08973836 -0.24972308 -0.02633507]
1764,2,4,0,2,4,[-0.04824169 -0.01403771  0.08872031  0.13045019  0.13808174  0.06926095]
1765,2,4,0,3,0,[ 0.04370177 -0.00335365  0.13109371  0.16496448  0.02450183  0.09440441]
1766,2,4,0,3,1,[0.4300867  0.15383962 0.09301823 0.14398825 0.19593307 0.30735973]
1767,2,4,0,3,2,[-0.03798337 -0.0504186   0.08408071  0.2410477   0.29134107 -0.037183  ]
1768,2,4,0,3,3,[ 0.03271175 -0.03605007  0.14510916  0.1165811  -0.25919384  0.03963949]
1769,2,4,0,3,4,[0.07047353 0.10887495 0.11131828 0.17778915 0.18454887 0.18999448]
1770,2,4,0,4,0,[-0.0406949   0.00227447  0.12069189  0.19954883  0.00383306  0.06236252]
1771,2,4,0,4,1,[0.455203   0.18648341 0.06575587 0.14741048 0.229338   0.33700594]
1772,2,4,0,4,2,[-0.20586514 -0.0919322   0.04557287  0.28544065  0.37661707 -0.15901046]
1773,2,4,0,4,3,[-0.00141981 -0.01532302  0.14544286  0.152913   -0.39296612  0.01157244]
1774,2,4,0,4,4,[-0.00793626  0.14784487  0.10174759  0.21074447  0.2310517   0.1961079 ]
1775,2,4,1,0,0,[0.16689406 0.08608942 0.09724406 0.12398966 0.06142949 0.16785288]
1776,2,4,1,0,1,[0.4589771  0.18480426 0.02682603 0.09040514 0.15454711 0.23828234]
1777,2,4,1,0,2,[0.14748207 0.11175931 0.0495779  0.17857826 0.23757167 0.12177777]
1778,2,4,1,0,3,[ 0.12090594  0.02464879  0.13445269  0.09771796 -0.11421177  0.12693907]
1779,2,4,1,0,4,[0.17500138 0.16315927 0.07535809 0.13369624 0.15949178 0.22281452]
1780,2,4,1,1,0,[-0.21072166 -0.27695528  0.16635962  0.11511597  0.02620733 -0.04094052]
1781,2,4,1,1,1,[ 0.24692634 -0.12493508  0.21308659  0.0766623   0.26407656  0.3603966 ]
1782,2,4,1,1,2,[-0.4469992  -0.5623226   0.12098678  0.16011904  0.34186673 -0.38434336]
1783,2,4,1,1,3,[-0.11595478 -0.13055466  0.11818936  0.0953546  -0.37684414 -0.06001407]
1784,2,4,1,1,4,[-0.18429738 -0.17488247  0.14615665  0.12199875  0.21550298  0.04042614]
1785,2,4,1,2,0,[-0.02480011 -0.09608303  0.11342391  0.12659419  0.03581181  0.04885735]
1786,2,4,1,2,1,[0.2979873  0.00239536 0.11372076 0.10808256 0.18212105 0.26125643]
1787,2,4,1,2,2,[-0.14381337 -0.21639095  0.07305278  0.1671401   0.24662168 -0.12546363]
1788,2,4,1,2,3,[ 0.00243996 -0.05021949  0.10500022  0.10343461 -0.21568482  0.02355812]
1789,2,4,1,2,4,[-0.01327313 -0.0208832   0.09564947  0.12797704  0.15879138  0.10546178]
1790,2,4,1,3,0,[0.1010293  0.00041347 0.13340111 0.1673687  0.06331447 0.14274983]
1791,2,4,1,3,1,[0.501925   0.12264334 0.08298934 0.12963486 0.21581735 0.3155974 ]
1792,2,4,1,3,2,[ 0.01015876 -0.05804938  0.07365137  0.22817956  0.31583852 -0.00042611]
1793,2,4,1,3,3,[ 0.0891335  -0.01061707  0.15553047  0.13694446 -0.21358474  0.10251871]
1794,2,4,1,3,4,[0.11200829 0.09963893 0.10751169 0.17321719 0.20750444 0.21545422]
1795,2,4,1,4,0,[ 0.01706762 -0.0054148   0.11433119  0.18780091  0.04660771  0.10708932]
1796,2,4,1,4,1,[0.5324332  0.1298021  0.04367398 0.11433525 0.24649955 0.3289828 ]
1797,2,4,1,4,2,[-0.16156097 -0.11541751  0.01983309  0.25341445  0.39957058 -0.1311294 ]
1798,2,4,1,4,3,[ 0.05607013  0.00742951  0.15142366  0.16514394 -0.3417386   0.07641689]
1799,2,4,1,4,4,[0.03185992 0.12448774 0.08804439 0.19266944 0.25405142 0.21296684]
1800,2,4,2,0,0,[0.35625544 0.21487582 0.17083548 0.23913959 0.16822992 0.37810296]
1801,2,4,2,0,1,[0.7924645  0.34378064 0.08223702 0.20403957 0.30636367 0.47045302]
1802,2,4,2,0,2,[0.34244567 0.25485736 0.09336407 0.31400988 0.403128   0.31272328]
1803,2,4,2,0,3,[ 0.26439404  0.12801178  0.22832128  0.19913334 -0.07602066  0.322937  ]
1804,2,4,2,0,4,[0.35017604 0.30331713 0.13158874 0.24038698 0.28614146 0.4252253 ]
1805,2,4,2,1,0,[-0.17879161 -0.27145448  0.18077393  0.21643025  0.09017698  0.01655936]
1806,2,4,2,1,1,[ 0.49042895 -0.09737383  0.22498803  0.1769433   0.41088146  0.4995818 ]
1807,2,4,2,1,2,[-0.47896674 -0.64186823  0.07299012  0.2795053   0.5058482  -0.4637193 ]
1808,2,4,2,1,3,[-0.0966974  -0.07547299  0.15844895  0.18228363 -0.45746264  0.0197388 ]
1809,2,4,2,1,4,[-0.15224607 -0.14888944  0.14840573  0.21670961  0.33518222  0.1066055 ]
1810,2,4,2,2,0,[ 0.06146347 -0.05170615  0.14910471  0.22641566  0.10315901  0.1523263 ]
1811,2,4,2,2,1,[0.53725153 0.06409173 0.14515467 0.21283785 0.3059226  0.41300824]
1812,2,4,2,2,2,[-0.08564809 -0.2063962   0.06948173  0.28325966  0.3822332  -0.09143648]
1813,2,4,2,2,3,[ 0.06513415  0.00883151  0.15812255  0.18876751 -0.24172488  0.12956491]
1814,2,4,2,2,4,[0.06719174 0.03788499 0.11941765 0.2199345  0.25963214 0.21064214]
1815,2,4,2,3,0,[0.28453937 0.11477608 0.20504136 0.30906746 0.17722672 0.34886116]
1816,2,4,2,3,1,[0.8796471  0.26520577 0.13925366 0.2722123  0.39497018 0.5639503 ]
1817,2,4,2,3,2,[0.17898522 0.04389102 0.10000989 0.39331487 0.5127642  0.14813007]
1818,2,4,2,3,3,[ 0.2269744   0.09682445  0.2520123   0.2608224  -0.20514251  0.30135715]
1819,2,4,2,3,4,[0.28184855 0.23090038 0.15998898 0.30380273 0.35627544 0.41760138]
1820,2,4,2,4,0,[0.19673683 0.13188656 0.17241918 0.3475909  0.16908696 0.3247434 ]
1821,2,4,2,4,1,[0.9648171  0.29021358 0.08052729 0.2685914  0.45462906 0.598496  ]
1822,2,4,2,4,2,[-0.01921014 -0.0063093   0.01153179  0.44085878  0.63884383 -0.00529293]
1823,2,4,2,4,3,[ 0.18937066  0.14603812  0.24442355  0.30480805 -0.36937442  0.28865683]
1824,2,4,2,4,4,[0.1990101  0.2862272  0.12634866 0.34052467 0.4320686  0.43494043]
1825,2,4,3,0,0,[0.37880042 0.27124512 0.20075926 0.25651127 0.18764634 0.4398104 ]
1826,2,4,3,0,1,[0.8019829  0.40978155 0.13926756 0.24343157 0.33766335 0.56002396]
1827,2,4,3,0,2,[0.3885201  0.3253775  0.14269182 0.34023482 0.4201388  0.406678  ]
1828,2,4,3,0,3,[ 0.27055618  0.17032939  0.24070174  0.20192383 -0.05001663  0.36185429]
1829,2,4,3,0,4,[0.37542787 0.3530574  0.16329943 0.25788048 0.30044347 0.48493052]
1830,2,4,3,1,0,[-0.13400143 -0.1793939   0.15494835  0.23401341  0.0899578   0.01652686]
1831,2,4,3,1,1,"[ 4.8855424e-01 -7.0803777e-05  1.7462014e-01  2.1266314e-01
  3.9431518e-01  4.3851727e-01]"
1832,2,4,3,1,2,[-0.3921759  -0.5175307   0.05067375  0.30762967  0.48462734 -0.44124967]
1833,2,4,3,1,3,[-0.07173555 -0.00884821  0.15733422  0.18479706 -0.4133857   0.0551287 ]
1834,2,4,3,1,4,[-0.10385876 -0.06516153  0.12733139  0.23486969  0.32529196  0.10729476]
1835,2,4,3,2,0,[0.08145383 0.00841738 0.14338681 0.22913903 0.10458878 0.16435695]
1836,2,4,3,2,1,[0.5256999  0.12906145 0.13474368 0.22530317 0.301062   0.4006535 ]
1837,2,4,3,2,2,[-0.03817185 -0.12653498  0.07295299  0.29257044  0.3726603  -0.05720231]
1838,2,4,3,2,3,[ 0.07198131  0.05264933  0.15778479  0.18261318 -0.21617511  0.15126902]
1839,2,4,3,2,4,[0.09107733 0.09217006 0.11740614 0.22433098 0.25548306 0.22392967]
1840,2,4,3,3,0,[0.31006238 0.19011916 0.22130978 0.31984204 0.19005166 0.39610085]
1841,2,4,3,3,1,[0.87465346 0.3498972  0.17046082 0.30239668 0.41120628 0.6131225 ]
1842,2,4,3,3,2,[0.23772444 0.1412868  0.13560519 0.41378054 0.51688635 0.23148426]
1843,2,4,3,3,3,[ 0.23374589  0.15241596  0.25961578  0.2570886  -0.17225602  0.33957526]
1844,2,4,3,3,4,[0.31200626 0.29822513 0.17997573 0.31599548 0.3622687  0.4646866 ]
1845,2,4,3,4,0,[0.2668782  0.24309269 0.21218081 0.38806826 0.1990177  0.41909602]
1846,2,4,3,4,1,[1.002725   0.41760662 0.14175156 0.34372908 0.49147892 0.6979853 ]
1847,2,4,3,4,2,[0.10565709 0.13829204 0.08242227 0.49840808 0.6576169  0.14681335]
1848,2,4,3,4,3,[ 0.22238347  0.22651684  0.26824507  0.3191378  -0.31234527  0.36362672]
1849,2,4,3,4,4,[0.27281377 0.38630247 0.16971049 0.38012075 0.45084405 0.52666223]
1850,2,4,4,0,0,[0.28616983 0.14954199 0.12396733 0.18137605 0.12809375 0.27838486]
1851,2,4,4,0,1,[0.6541584  0.2479117  0.02741477 0.13509099 0.23061733 0.32848158]
1852,2,4,4,0,2,[0.26223606 0.17386025 0.05154102 0.23766167 0.3255896  0.20790209]
1853,2,4,4,0,3,[ 0.22075851  0.08759438  0.18225875  0.15899692 -0.07587763  0.24893422]
1854,2,4,4,0,4,[0.27914834 0.2261596  0.09089889 0.18317991 0.22910649 0.3189172 ]
1855,2,4,4,1,0,[-0.15898296 -0.28000498  0.1829998   0.16202757  0.08161414  0.03141671]
1856,2,4,4,1,1,[ 0.42303425 -0.14584458  0.22782612  0.11318247  0.34985834  0.45657027]
1857,2,4,4,1,2,[-0.42953375 -0.6102801   0.10331399  0.20721224  0.44221994 -0.372384  ]
1858,2,4,4,1,3,[-0.07826421 -0.09645894  0.14272651  0.14563988 -0.39581013  0.01285662]
1859,2,4,4,1,4,[-0.14104077 -0.17387387  0.15320835  0.16262585  0.29013288  0.10469721]
1860,2,4,4,2,0,[ 0.04529467 -0.07792176  0.13271658  0.17778605  0.08591407  0.12348429]
1861,2,4,4,2,1,[0.45622593 0.01040144 0.12517361 0.15520942 0.25145385 0.34244305]
1862,2,4,4,2,2,[-0.09137473 -0.2199761   0.06737251  0.21996851  0.32562265 -0.08788256]
1863,2,4,4,2,3,[ 0.05783478 -0.01437528  0.13480856  0.15488757 -0.21142742  0.1013953 ]
1864,2,4,4,2,4,[ 0.04695265 -0.0004988   0.10625082  0.17231874  0.21905915  0.17116296]
1865,2,4,4,3,0,[0.22656213 0.05359862 0.16289952 0.2390879  0.13941635 0.26302585]
1866,2,4,4,3,1,[0.7350085  0.16745628 0.08946781 0.18994781 0.31000218 0.4246326 ]
1867,2,4,4,3,2,[ 0.12113622 -0.01994694  0.07019562  0.3019223   0.42463908  0.07916383]
1868,2,4,4,3,3,[ 0.19218403  0.05414143  0.20627636  0.21153583 -0.18565148  0.23335785]
