timestamp,water_level_cm,precip_kauno-ams,temp_kauno-ams,Pt,API_t,API_norm,SMI_t,S_t,delta_WL_t
2024-07-20,0.0,2.8,18.71,2.8,15.924970165235084,0.29834724119815986,46.775000000000006,-0.9441875088341994,0.0
2024-07-21,0.0,0.0,20.57,0.0,13.536224640449822,0.2532862324641894,51.425,-0.9383773917408642,0.0
2024-07-22,0.0,0.0,22.26,0.0,11.505790944382348,0.21498437504031448,55.650000000000006,-0.9322892131745134,0.0
2024-07-23,0.0,0.1,21.06,0.1,9.879922302724994,0.1843141842218108,52.65,-0.9259247771938499,0.0
2024-07-24,0.0,0.0,20.15,0.0,8.397933957316244,0.1563581340342927,50.375,-0.9192859697186105,0.0
2024-07-25,0.0,21.1,18.24,21.1,28.238243863718807,0.5306233576425946,45.599999999999994,-0.9123747579707274,0.0
2024-07-26,0.0,0.0,19.44,0.0,24.002507284160984,0.45072093144195885,48.6,-0.9051931898913975,0.0
2024-07-27,0.0,0.0,21.16,0.0,20.402131191536835,0.3828038691714185,52.9,-0.8977433935342336,0.0
2024-07-28,0.0,16.8,17.77,16.8,34.14181151280631,0.641987548862181,44.425,-0.8900275764346766,0.0
2024-07-29,0.0,24.1,16.0,24.1,53.12053978588537,1.0,40.0,-0.8820480249558535,0.0
2024-07-30,0.0,0.0,17.87,0.0,45.152458818002565,0.8496910774457536,44.675000000000004,-0.8738071036110807,0.0
2024-07-31,0.0,0.0,17.93,0.0,38.379589995302176,0.7219284932746439,44.825,-0.8653072543632061,0.0
2024-08-01,0.0,0.0,18.42,0.0,32.622651496006846,0.6133302967292008,46.050000000000004,-0.8565509959010037,0.0
2024-08-02,0.0,0.0,18.18,0.0,27.72925377160582,0.5210218296655742,45.45,-0.8475409228928312,0.0
2024-08-03,0.0,0.0,18.54,0.0,23.569865705864945,0.4425596326614916,46.349999999999994,-0.8382797052177745,0.0
2024-08-04,0.0,0.0,18.97,0.0,20.034385849985203,0.37586676520802137,47.425,-0.828770087174504,0.0
2024-08-05,0.0,0.0,18.72,0.0,17.029227972487423,0.3191778278725717,46.8,-0.8190148866680802,0.0
2024-08-06,0.0,0.0,19.4,0.0,14.474843776614309,0.2709922311374394,48.5,-0.8090169943749472,0.0
2024-08-07,0.0,3.4,19.03,3.4,15.703617210122163,0.2941716656334374,47.575,-0.7987793728863648,0.0
2024-08-08,0.0,0.0,20.54,0.0,13.348074628603838,0.24973699323417528,51.349999999999994,-0.7883050558305253,0.0
2024-08-09,0.0,15.9,19.75,15.9,27.245863434313264,0.5119032123894143,49.375,-0.7775971469736268,0.0
2024-08-10,0.0,0.2,18.66,0.2,23.358983919166274,0.43858158396033564,46.65,-0.7666588193001592,0.0
2024-08-11,0.0,5.1,16.58,5.1,24.955136331291335,0.4686912113933294,41.449999999999996,-0.7554933140726804,0.0
2024-08-12,0.0,0.0,16.71,0.0,21.211865881597635,0.39807860713008353,41.775000000000006,-0.7441039398713608,0.0
2024-08-13,0.0,0.0,17.35,0.0,18.03008599935799,0.3380578935063245,43.375,-0.7324940716135792,0.0
2024-08-14,0.0,0.0,18.45,0.0,15.32557309945429,0.2870402869261293,46.125,-0.7206671495538615,0.0
2024-08-15,0.0,0.0,20.72,0.0,13.026737134536146,0.2436753213329634,51.8,-0.7086266782644601,0.0
2024-08-16,0.0,0.0,22.92,0.0,11.072726564355724,0.2068151005787724,57.300000000000004,-0.6963762255968726,0.0
2024-08-17,0.0,2.2,22.07,2.2,11.611817579702365,0.21698444875709028,55.175,-0.6839194216246105,0.0
2024-08-18,0.0,0.0,22.09,0.0,9.87004494274701,0.18412785888928024,55.225,-0.6712599575675315,0.0
2024-08-19,0.0,3.7,22.01,3.7,12.089538201334957,0.22599611319787208,55.025000000000006,-0.6584015846980489,0.0
2024-08-20,0.0,0.0,20.59,0.0,10.276107471134713,0.19178777366394478,51.475,-0.64534811322955,0.0
